"LabCode/Ref","Site (from main datasheet + 14c-palaeolithic)","Site_ID (from main datasheet)","Layer/Context (from main datasheet)","Additional info on layer/context not originally in the datasheet","TaxUnit (from main datasheet)","Conv_C14_date","Conv_std","AMS_C14_date","AMS_Pm/Std","OSL/TL date","Std-dev","Dated material","Dated species","Informaton on pretreatment","Source (Database/Literature)","Org. Lit. Reference (if given)","Other comments/observation",
"GrN-28450","Kůlna Cave","Kulna4",4,,"Magdalenian, Epi-Magdalenian",11270,80,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Valoch K.2001. Jahrbuch des Romisch-Germanischen Zentralmuseums Mainz 48: 103-162.. 311. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216.  Nerudova Z. e.a. Archäologisches korrespondenzblatt 44 ·   2014; 372",,
"GrN-28450","Kůlna Cave","Kulna4",4,,"Magdalenian, Epi-Magdalenian",11270,80,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Valoch K.2001. Jahrbuch des Romisch-Germanischen Zentralmuseums Mainz 48: 103-162.. 311. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216.  Nerudova Z. e.a. Archäologisches korrespondenzblatt 44 ·   2014; 372",,
"?","La Fru","LaFru","level 3-1,3-2 ","(air I c3 base)","Early Azilian",11950,60,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 3-1,3-2 ","(air I c3 inf)","Early Azilian",12110,110,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 3-1,3-2 ","(air I c3 inf)","Early Azilian",12200,50,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 3-1,3-2 ","(air II C3)","Early Azilian",12250,60,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 3-1,3-2 ","(air II C3)","Early Azilian",12300,70,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 2-1 ","(air I c2 coeur)","Late Azilian",10750,190,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 2-1 ","(air I c2 coeur)","Late Azilian",10990,190,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 2-1 ","(air I c2 coeur)","Late Azilian",11010,270,,,,,,,,,"Mevel 2017",,
"?","La Fru","LaFru","level 2-1"," (air I c2 coeur)","Late Azilian",11300,250,,,,,,,,,"Mevel 2017",,
"GrA-90033","La Pila","NA","IV-2",,"Final Magdalenian",,,12580,190,,,,,,"Radiocarbon Palaeolithic Europe Database v27","De Quiros B. 1996. Eraul: 323-327.",,
"AA-41881","Le Closeau","LeCloseauLocus46","lower",,"Ancient Azilian",,,12423,67,,,,"Sus scrofa",,"Radiocarbon Palaeolithic Europe Database v27","Mevel L. 2013. BSPF 110: 657-689.",,
"Q-1484","Mother Grundy’s Parlour","MotherGrundysParlour","stone tools from mixed (Mesolithic) contexts",,"Alleroed CBP",11320,230,,,,,,,,"Conneller 2007","Conneller 2007",,
"Q-1483","Mother Grundy’s Parlour","MotherGrundysParlour","stone tools from mixed (Mesolithic) contexts",,"Alleroed CBP",11285,180,,,,,,,,"Conneller 2007","Conneller 2007",,
"Q-1459","Mother Grundy’s Parlour","MotherGrundysParlour","stone tools from mixed (Mesolithic) contexts",,"Alleroed CBP",11160,170,,,,,,,,"Conneller 2007","Conneller 2007",,
"GifA-92345","Murat (UA2)","Murat","Layer 4",,"Early Azilian",12620,130,,,,,,,,"Naudinot et al. 2017",,,
"Poz-27957","Murat (UA2)","Murat","Layer 4",,"Early Azilian",12430,80,,,,,,,,"Naudinot et al. 2017",,,
"Poz-27958","Murat (UA2)","Murat","Layer 4",,"Early Azilian",12330,80,,,,,,,,"Naudinot et al. 2017",,,
"Poz-27954","Murat (UA3)","Murat",,,,,,12680,80,,,,"Reindeer",,"Radiocarbon Palaeolithic Europe Database v27","Fat Cheung et al. 2014",,
"CSIC-362","Oscura de Ania","NA","Unit 0b",,"Ancient Cantabiran Azilian",9440,90,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Adan Alvarez G et al. 2005. L'Anthropologie 109: 499-519.",,
"Gif-5106","Oscura de Ania","NA","N-3a",,"Magdalenian",11670,200,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","DÁ Alonso - Complutum, 2008 - core.ac.uk",,
"Gif-5407","Oscura de Ania","NA","N-3b",,"Magdalenian",13500,150,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","TP59: 2002",,
"UtC-13428","Palù Echen","PaluEchen",7,,"Late Epigravettian ",,,10320,60,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Mussi M. e.a. 2011. QI 242: 360-370.",,
"Ly-2553","Pekárna Cave","Pekarna",,,"Magdalenian",12940,250,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris. Housley RA et al., 1997. PPS 63:25-54.",,
"Ly7827/SacA22774","Peyrazet (c4)","NA",,,"Upper Magdalenian",,,12180,60,,,,,,"Costamagno et al. 2016",,,
"Ly6437/SacA17857","Peyrazet (c4)","NA",,,"Upper Magdalenian",,,12580,80,,,,,,"Costamagno et al. 2016",,,
"Ly6436/SacA1856","Peyrazet (c4)","NA",,,"Upper Magdalenian",,,12720,80,,,,,,"Costamagno et al. 2016",,,
"OxA-1615","Pin Hole Cave","PinHoleCave",,,"Late Palaeolithic, Creswellian",,,12480,160,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Archaeometry 30, 1 (1988) 155 - 64",,
"OxA-1471","Pin Hole Cave","PinHoleCave",,,"Late Palaeolithic, Creswellian",,,12300,140,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Archaeometry 30, 1 (1988) 155 - 64",,
"Gif-3740","Pont d'Ambon (c2)","PontdAmbon,PtdAmbon",,,"Early Laborian",9640,120,,,,,,,,"Celerier 1998","Celerier 1998",,
"Gif-3368","Pont d'Ambon (c3)","PontdAmbon,PtdAmbon,PtdAmbonc3",,,"Late Azilian",10350,190,,,,,,,,"Celerier 1998","Celerier 1998",,
"Gif-3561","Pont d'Ambon (c3)","PontdAmbon,PtdAmbon,PtdAmbonc3",,,"Late Azilian",9990,250,,,,,,,,"Celerier 1998","Celerier 1998",,
"Gif-3369","Pont d'Ambon (c4)","PontdAmbon,PtdAmbon",,,"Early Azilian",12840,220,,,,,,,,"Celerier 1998","Celerier 1998",,
"Ly11702-SacA39173","Port-de-Penne","PortdePenne,PortdePennerecent",,,"Early Laborian",,,10140,70,,,,"Equus",,"Detrain et al. 2018","Detrain et al. 2018",,
"Ly9167-SacA28801","Port-de-Penne","PortdePenne,PortdePennerecent",,,"Early Laborian",,,10410,50,,,,"Bovid",,"Langlais et al. 2014","Langlais et al. 2014",,
"Ly9168-SacA28802","Port-de-Penne","PortdePenne,PortdePennerecent",,,"Early Laborian",,,10440,50,,,,"Horse",,"Langlais et al. 2014","Langlais et al. 2014",,
"BM-1451","Rascaño","Rascanolevel2","Unit 2",,"Upper Cantabrian Magdalenian",12896,137,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.. J Altuna - Munibe, 1985 - aranzadi.eus. Gonzales Echegaray J. et al., 1981. El Paleolitico superior de la cueva del Rascano",,
"BM-1450","Rascaño","Rascanolevel2","Unit 2",,"Upper Cantabrian Magdalenian",12282,164,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.. J Altuna - Munibe, 1985 - aranzadi.eus. Gonzales Echegaray J. et al., 1981. El Paleolitico superior de la cueva del Rascano",,
"R-2022","Riparo Villabruna","VillabrunaLayers17u16,Villabrunalayers17u16","from 17 to 10",,"Upper Epigravettian",12040,125,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris. Naudinot N. JAS 2014. ip.",,
"Poz-8308","Rotnowo 18","Rotnowo18ll","cut I-1997-lower level","III","Witowian",11100,70,,,,,,,,,,,
"Poz-8310","Rotnowo 18","Rotnowo18ll","cut I-1997-lower level","III","Witowian",11090,80,,,,,,,,,,,
"Poz-8309","Rotnowo 18","Rotnowo18","cut I-1997-upper level","II","Brommean",10820,80,,,,,,,,,,,
"Beta-471703","Santa Maira","NA","Unit 5",,"Upper Magdalenian, Final Upper Magdalenian",,,12320,30,,,,"Prunus sp.",,"Radiocarbon Palaeolithic Europe Database v27","Aura J.E. e.a. 2007 Saguntum 39: 175-178. Vadillo Conesa M. e.a. Zephyrus, LXXXIII, enero-junio 2019, 39-57.",,
"Beta-438705","Santa Maira","NA","SM-4.2",,"Epipalaeolithic, Epipaleolitico microlaminar",,,10830,40,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Aura J.E. 2011. doi: 10.1016/j.quaint. Vadillo Conesa M. e.a. Zephyrus, LXXXIII, enero-junio 2019, 39-57.",,
"Beta-149948","Santa Maira","NA","SM-4.2",,"Epipalaeolithic, Epipaleolitico microlaminar",,,11590,70,,,,"Capra pyrenaica",,"Radiocarbon Palaeolithic Europe Database v27","Aura J.E. 2011. doi: 10.1016/j.quaint. Vadillo Conesa M. e.a. Zephyrus, LXXXIII, enero-junio 2019, 39-57.",,
"CAR-841","Seamer K","SeamerCarrK","Zone II peat",,"Final Palaeolithic",10960,110,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Conneller C. 2015. Papers in Honour of Roger Facobi. http://intarch.ac.uk/journal/issue42/12/table1.html","posterior to the occupation",
"CAR-842","Seamer K","SeamerCarrK","Zone II peat",,"Final Palaeolithic",12010,130,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Conneller C. 2015. Papers in Honour of Roger Facobi. http://intarch.ac.uk/journal/issue42/12/table1.html","anterior to the occupation",
"OxA-19511","Seamer L","SeamerCarrL",,,"Mesolithic, Long Blade",,,10025,45,,,,"Equus ferus",,"Radiocarbon Palaeolithic Europe Database v27","Conneller C;.2015. Papers in Honour of Roger Facobi.",,
"AAR-906","Slotseng","SlotsengC","C",,"Hamburgian",12520,190,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8159","Slotseng","SlotsengC","C",,"Hamburgian",12410,70,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8165","Slotseng","SlotsengB","B",,"Federmesser",12290,75,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8160","Slotseng","SlotsengB","B",,"Federmesser",12240,50,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8162","Slotseng","SlotsengB","B",,"Federmesser",12220,100,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8163","Slotseng","SlotsengB","B",,"Federmesser",12205,65,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8164","Slotseng","SlotsengB","B",,"Federmesser",12205,50,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8157","Slotseng","SlotsengB","B",,"Federmesser",12190,100,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8158","Slotseng","SlotsengB","B",,"Federmesser",12170,55,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"AAR-8161","Slotseng","SlotsengB","B",,"Federmesser",12065,80,,,,,,,,"Mortensen et al. 2014","Mortensen et al. 2014","Only indirect dates from a kettlehole",
"Beta-282213","Socuevas","NA","Unit III",,"Sauveterrain, Microlaminar Epipalaeolithic",,,9260,50,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Soto A. e.a. 2015. QI 364: 144-152.",,
"OxA-4799","Starr Carr","StarCarr",,,"Early Mesolithic, Long Blade",,,9500,75,,,,"Phragmites sp.",,"Radiocarbon Palaeolithic Europe Database v27","Conneller C. 2015. Papers in Honour of Roger Facobi.",,
"OxA-21237","Starr Carr","StarCarr",,,"Early Mesolithic, Long Blade",,,9585,39,,,,"Cervus elaphus",,"Radiocarbon Palaeolithic Europe Database v27","Conneller C. 2015. Papers in Honour of Roger Facobi.",,
"OxA-21236","Starr Carr","StarCarr",,,"Early Mesolithic, Long Blade",,,9561,38,,,,"Cervus elaphus",,"Radiocarbon Palaeolithic Europe Database v27","Conneller C. 2015. Papers in Honour of Roger Facobi.",,
"OxA-2875","Stellmoor","Stellmoor",,,"Ahrensburgian",,,9680,90,,,"bone","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4580","Stellmoor","Stellmoor",,,"Ahrensburgian",,,9810,100,,,"antler","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4324 ","Stellmoor","Stellmoor",,,"Ahrensburgian",,,9900,105,,,"antler","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4323","Stellmoor","Stellmoor",,,"Ahrensburgian",,,9930,105,,,"bone","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4579","Stellmoor","Stellmoor",,,"Ahrensburgian",,,9980,105,,,"antler","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4581","Stellmoor","Stellmoor",,,"Ahrensburgian",,,9990,105,,,"antler","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4325","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10010,100,,,"bone","bison sp.",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"KN-2221","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10080,80,,,"bulk sample of bone and antler","cervidae",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4578","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10100,100,,,"bone","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4330 ","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10110,85,,,"bone","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4262 ","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10110,105,,,"antler","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4327","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10130,105,,,"antler","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"K-4326 ","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10140,105,,,"bone","Rangifer tarandus",,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"KN-2222","Stellmoor","Stellmoor",,,"Ahrensburgian",,,10160,90,,,"bulk bone sample",,,"Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002
","Weber, M.-J., Grimm, S. B., & Baales, M. (2011). Between warm and cold: Impact of the Younger Dryas on human behavior in Central Europe. Quaternary International, 242(2), 277–301. https://doi.org/10.1016/j.quaint.2010.12.002 ",,
"AAR-22281","Syltholm","SyltholmVII","VII",,"Ahrensburgian",9990,44,,,,,,,,"Mage 2019","Mage 2019",,
"AAR-22282","Syltholm","SyltholmVII","VII",,"Ahrensburgian",10027,46,,,,,,,,"Mage 2019","Mage 2019",,
"Hv-408","Szeksârd - Palânk","Szekszard","gelbiche, sandige Loess-Schicht",,"Upper Palaeolithic, Epigravettian",10350,500,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Dobosi V.T. & Hertelendi E. 1993. Préhistoire Européenne 5: 135-141.",,
"UGRA-119","Tossal de la Roca","NA","Unit II int",,"Upper Magdalenian",12480,210,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.","From layerII int",
"UGRA-119","Tossal de la Roca","NA","Unit II int",,"Upper Magdalenian",12480,210,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.","From layerII int",
"Beta-134882","Tossal de la Roca","NA","Unit II int",,"Upper Magdalenian",,,12800,40,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",,
"Beta-134876","Tossal de la Roca","NA","Unit II int",,"Upper Magdalenian",,,12310,40,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",,
"UGRA-120","Tossal de la Roca","NA","Unit II int",,"Magdalenian",12390,250,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","Journal of World Prehistory 12, 1998: 121-198,",,
"Lv-1569","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",12990,140,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","from layer IV from terrace",
"Lv-1569","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",12990,140,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","from layer IV from terrace",
"Lv-1569","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",12990,140,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","from layer IV from terrace",
"Lv-1569","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",12990,140,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","from layer IV from terrace",
"Lv-1569","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",12990,140,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","from layer IV from terrace",
"Lv-1568","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",12370,170,,,,,,,,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","from layer 6, terrace",
